quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2025-Q2,2025-05-08,Ruben Gallego,Democrat,AZ,Senate,Gallego Statement on GENIUS Act Cloture Vote,https://www.gallego.senate.gov/news/press-releases/gallego-statement-on-genius-act-cloture-vote/,congress_press/2025/2025-05.jsonl,1297
2025-Q2,2025-05-08,Kirsten E. Gillibrand,Democrat,NY,Senate,Senator Gillibrand Statement On The GENIUS Act,https://www.gillibrand.senate.gov/news/press/release/senator-gillibrand-statement-on-the-genius-act/,congress_press/2025/2025-05.jsonl,1299
2025-Q2,2025-05-08,Ben Ray Luján,Democrat,NM,Senate,Luján Statement on Procedural Vote to Advance the GENIUS Act,https://www.lujan.senate.gov/newsroom/press-releases/lujan-statement-on-procedural-vote-to-advance-the-genius-act/,congress_press/2025/2025-05.jsonl,1329
2025-Q2,2025-05-08,John Thune,Republican,SD,Senate,Thune: Full Steam Ahead on the Bipartisan GENIUS Act,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=7279B92C-4461-46C2-8E17-35EBFC1B1589,congress_press/2025/2025-05.jsonl,1357
2025-Q2,2025-05-08,Mark R. Warner,Democrat,VA,Senate,Statement of U.S. Sen. Mark R. Warner on GENIUS Act Consideration,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=443DD188-BBFB-4EA4-B827-6F56A251C42A,congress_press/2025/2025-05.jsonl,1364
2025-Q2,2025-05-09,Sam T. Liccardo,Democrat,CA,House,First Lawmaker to Tackle Presidential Meme Coin Scheme Responds to Stablecoin Bill Setback,https://liccardo.house.gov/media/press-releases/first-lawmaker-tackle-presidential-meme-coin-scheme-responds-stablecoin-bill,congress_press/2025/2025-05.jsonl,1433
2025-Q2,2025-05-12,John Thune,Republican,SD,Senate,"Thune: Democrats Draw Up Familiar Play: Obstruction, Division, Distraction",https://www.thune.senate.gov/public/index.cfm/press-releases?ID=97DCB08A-F554-4ECE-A0AC-A327F86C614B,congress_press/2025/2025-05.jsonl,1739
2025-Q2,2025-05-15,Elizabeth Warren,Democrat,MA,Senate,"In Speech to National Urban League, Warren Calls Out Republican Plans to Shortchange American Families to Pay for Billionaire Tax Cuts",https://www.warren.senate.gov/newsroom/press-releases/in-speech-to-national-urban-league-warren-calls-out-republican-plans-to-shortchange-american-families-to-pay-for-billionaire-tax-cuts,congress_press/2025/2025-05.jsonl,2471
2025-Q2,2025-05-19,Michael F. Bennet,Democrat,CO,Senate,Bennet Introduces Legislation to Prevent Elected Officials and Candidates From Corruptly Profiting From Crypto,https://www.bennet.senate.gov/2025/05/19/bennet-introduces-legislation-to-prevent-elected-officials-and-candidates-from-corruptly-profiting-from-crypto/,congress_press/2025/2025-05.jsonl,2769
2025-Q2,2025-05-19,Ruben Gallego,Democrat,AZ,Senate,Gallego to Vote for Cloture on GENIUS Act,https://www.gallego.senate.gov/news/press-releases/gallego-to-vote-for-cloture-on-genius-act/,congress_press/2025/2025-05.jsonl,2785
2025-Q2,2025-05-19,Jack Reed,Democrat,RI,Senate,"Warren, Reed Press Treasury and DOJ on North Korea’s $1.5 Billion Crypto Heist",https://www.reed.senate.gov/news/releases/warren-reed-press-treasury-and-doj-on-north-koreas-15-billion-crypto-heist,congress_press/2025/2025-05.jsonl,2797
2025-Q2,2025-05-19,John Thune,Republican,SD,Senate,Thune to Democrats on Bipartisan Stablecoin Bill: No More Excuses,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=753355A9-0A3B-4CA8-A780-680D85689F53,congress_press/2025/2025-05.jsonl,2802
2025-Q2,2025-05-19,Mark R. Warner,Democrat,VA,Senate,Statement of Sen. Warner on the GENIUS Act,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=2FCB9A7F-4258-40E2-ADCF-D02A2F5909ED,congress_press/2025/2025-05.jsonl,2805
2025-Q2,2025-05-20,Richard J. Durbin,Democrat,IL,Senate,Durbin Offers Amendment To The GENIUS Act To Crack Down On Crypto ATM Scams That Prey On Seniors,https://www.durbin.senate.gov/newsroom/press-releases/durbin-offers-amendment-to-the-genius-act-to-crack-down-on-crypto-atm-scams-that-prey-on-seniors,congress_press/2025/2025-05.jsonl,2955
2025-Q2,2025-05-22,Michael F. Bennet,Democrat,CO,Senate,"Bennet, Ossoff, Kelly, Colleagues Reintroduce Legislation to Ban Congressional Stock Trading",https://www.bennet.senate.gov/2025/05/22/bennet-ossoff-kelly-colleagues-reintroduce-legislation-to-ban-congressional-stock-trading/,congress_press/2025/2025-05.jsonl,3636
2025-Q2,2025-05-23,Richard J. Durbin,Democrat,IL,Senate,Durbin Discusses Legislation To Combat Crypto ATM Fraud In Illinois,https://www.durbin.senate.gov/newsroom/press-releases/durbin-discusses-legislation-to-combat-crypto-atm-fraud-in-illinois,congress_press/2025/2025-05.jsonl,3836
2025-Q2,2025-05-23,Christopher Murphy,Democrat,CT,Senate,"Murphy, Senate Colleagues Introduce Amendment to GENIUS Act to Prevent Trump Corruption",https://www.murphy.senate.gov/newsroom/press-releases/murphy-senate-colleagues-introduce-amendment-to-genius-act-to-prevent-trump-corruption,congress_press/2025/2025-05.jsonl,3870
2025-Q2,2025-06-02,John Thune,Republican,SD,Senate,Thune: Senate Republicans Charging Ahead to Deliver President Trump’s Agenda,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=23DCB8E6-9E52-436D-BA21-41B6F02AB391,congress_press/2025/2025-06.jsonl,110
2025-Q2,2025-06-03,Richard J. Durbin,Democrat,IL,Senate,Durbin Speaks On His Amendment To The GENIUS Act That Would Crack Down On Crypto ATM Scams That Prey On Seniors,https://www.durbin.senate.gov/newsroom/press-releases/durbin-speaks-on-his-amendment-to-the-genius-act-that-would-crack-down-on-crypto-atm-scams-that-prey-on-seniors,congress_press/2025/2025-06.jsonl,234
2025-Q2,2025-06-03,Christopher Murphy,Democrat,CT,Senate,"Murphy, Colleagues, Advocates Call Out Trump’s Corrupt Meme Coin Dinner, Demand The Release Of Attendees’ Names And What Favors They’re Getting",https://www.murphy.senate.gov/newsroom/press-releases/murphy-colleagues-advocates-call-out-trumps-corrupt-meme-coin-dinner-demand-the-release-of-attendees-names-and-what-favors-theyre-getting,congress_press/2025/2025-06.jsonl,258
2025-Q2,2025-06-03,John Thune,Republican,SD,Senate,Thune: Senate Republicans Keeping Our Foot on the Gas,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=B17AE61B-08AA-4FE4-8800-1571100307E3,congress_press/2025/2025-06.jsonl,265
2025-Q2,2025-06-05,Michael F. Bennet,Democrat,CO,Senate,ICYMI: Bennet Fights Trump Family Corruption,https://www.bennet.senate.gov/2025/06/05/icymi-bennet-fights-trump-family-corruption/,congress_press/2025/2025-06.jsonl,622
2025-Q2,2025-06-06,Christopher Murphy,Democrat,CT,Senate,Murphy Announces Upcoming Votes To Block Trump’s Corrupt Middle East Arms Deals,https://www.murphy.senate.gov/newsroom/press-releases/murphy-announces-upcoming-votes-to-block-trumps-corrupt-middle-east-arms-deals,congress_press/2025/2025-06.jsonl,860
2025-Q2,2025-06-11,Tim Scott,Republican,SC,Senate,"As Senate Moves to Advance Landmark Stablecoin Legislation, Scott Hails U.S. Leadership in Digital Assets",https://www.scott.senate.gov/media-center/press-releases/as-senate-moves-to-advance-landmark-stablecoin-legislation-scott-hails-u-s-leadership-in-digital-assets/,congress_press/2025/2025-06.jsonl,1479
2025-Q2,2025-06-11,John Thune,Republican,SD,Senate,Thune: Senate to Vote on the Bipartisan GENIUS Act,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=F57F6A30-82BA-461B-A3F6-7455F4996B22,congress_press/2025/2025-06.jsonl,1487
2025-Q2,2025-06-16,Richard J. Durbin,Democrat,IL,Senate,"Ahead Of GENIUS Act Vote, Durbin Highlights President Trump's Shady Use Of Cryptocurrency For His Own Benefit",https://www.durbin.senate.gov/newsroom/press-releases/ahead-of-genius-act-vote-durbin-highlights-president-trumps-shady-use-of-cryptocurrency-for-his-own-benefit,congress_press/2025/2025-06.jsonl,2197
2025-Q2,2025-06-17,Richard Blumenthal,Democrat,CT,Senate,Blumenthal Statement on Senate Passage of the GENIUS Act,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-statement-on-senate-passage-of-the-genius-act,congress_press/2025/2025-06.jsonl,2316
2025-Q2,2025-06-17,Cory A. Booker,Democrat,NJ,Senate,Booker Statement on Passage of GENIUS Act,https://www.booker.senate.gov/news/press/booker-statement-on-passage-of-genius-act,congress_press/2025/2025-06.jsonl,2318
2025-Q2,2025-06-17,Richard J. Durbin,Democrat,IL,Senate,Durbin Questions Witnesses On Crypto ATM Abuse During Senate Judiciary Committee Hearing On Protecting Older Americans From Scammers,https://www.durbin.senate.gov/newsroom/press-releases/durbin-questions-witnesses-on-crypto-atm-abuse-during-senate-judiciary-committee-hearing-on-protecting-older-americans-from-scammers,congress_press/2025/2025-06.jsonl,2331
2025-Q2,2025-06-17,Richard J. Durbin,Democrat,IL,Senate,Durbin Votes Against The GENIUS Act,https://www.durbin.senate.gov/newsroom/press-releases/durbin-votes-against-the-genius-act,congress_press/2025/2025-06.jsonl,2332
2025-Q2,2025-06-17,Ruben Gallego,Democrat,AZ,Senate,Gallego Statement on GENIUS Act Senate Passage,https://www.gallego.senate.gov/news/press-releases/gallego-statement-on-genius-act-senate-passage/,congress_press/2025/2025-06.jsonl,2336
2025-Q2,2025-06-17,Kirsten E. Gillibrand,Democrat,NY,Senate,Gillibrand Statement On Senate Passage Of The GENIUS Act,https://www.gillibrand.senate.gov/news/press/release/gillibrand-statement-on-senate-passage-of-the-genius-act/,congress_press/2025/2025-06.jsonl,2337
2025-Q2,2025-06-17,Cynthia M. Lummis,Republican,WY,Senate,Lummis Celebrates Passage of Stablecoin Legislation,https://www.lummis.senate.gov/press-releases/lummis-celebrates-passage-of-stablecoin-legislation/,congress_press/2025/2025-06.jsonl,2353
2025-Q2,2025-06-17,Pete Ricketts,Republican,NE,Senate,Ricketts Celebrates Passing of GENIUS Act,https://www.ricketts.senate.gov/news/press-releases/ricketts-celebrates-passing-of-genius-act/,congress_press/2025/2025-06.jsonl,2362
2025-Q2,2025-06-17,Tim Scott,Republican,SC,Senate,Sen. Scott Champions Historic Senate Passage of GENIUS Act,https://www.scott.senate.gov/media-center/press-releases/sen-scott-champions-historic-senate-passage-of-genius-act/,congress_press/2025/2025-06.jsonl,2364
2025-Q2,2025-06-17,Mark R. Warner,Democrat,VA,Senate,Warner Applauds Senate Passage of the Bipartisan Genius Act,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=F003CBA7-798B-4400-A6C9-7BEC935E2150,congress_press/2025/2025-06.jsonl,2373
2025-Q2,2025-06-18,Jack Reed,Democrat,RI,Senate,"Demanding Meaningful Stablecoin Guardrails, Reed Votes Against So-Called “GENIUS Act”",https://www.reed.senate.gov/news/releases/demanding-meaningful-stablecoin-guardrails-reed-votes-against-so-called-genius-act,congress_press/2025/2025-06.jsonl,2559
2025-Q2,2025-06-18,Elissa Slotkin,Democrat,MI,Senate,Slotkin Statement on Voting in Favor of Bipartisan Bill Establishing Regulatory Framework on Stablecoins,https://www.slotkin.senate.gov/2025/06/18/slotkin-statement-on-voting-in-favor-of-bipartisan-bill-establishing-regulatory-framework-on-stablecoins/,congress_press/2025/2025-06.jsonl,2575
2025-Q2,2025-06-18,Chris Van Hollen,Democrat,MD,Senate,Van Hollen Statement for the Record on GENIUS Act,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-statement-for-the-record-on-genius-act,congress_press/2025/2025-06.jsonl,2584
2025-Q2,2025-06-20,Richard Blumenthal,Democrat,CT,Senate,Senator Blumenthal: Week in Review 6/13/2025-6/20/2025,https://www.blumenthal.senate.gov/newsroom/press/release/senator-blumenthal-week-in-review-6/13/2025-6/20/2025,congress_press/2025/2025-06.jsonl,2689
2025-Q2,2025-06-24,Cynthia M. Lummis,Republican,WY,Senate,"Lummis, Scott Release Principles for Market Structure Legislation",https://www.lummis.senate.gov/press-releases/lummis-scott-release-principles-for-market-structure-legislation/,congress_press/2025/2025-06.jsonl,3222
2025-Q3,2025-07-09,John Thune,Republican,SD,Senate,Thune Touts Senate Republicans’ Successful First Six Months in Majority,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=A978F99A-7A32-4570-9AB6-08F0A003EB0B,congress_press/2025/2025-07.jsonl,931
2025-Q3,2025-07-11,Stephen F. Lynch,Democrat,MA,House,Reps. Lynch and Waters Announce Anti-Crypto Corruption Week,https://lynch.house.gov/2025/7/reps-lynch-and-waters-announce-anti-crypto-corruption-week,congress_press/2025/2025-07.jsonl,1193
2025-Q3,2025-07-16,Richard J. Durbin,Democrat,IL,Senate,"In Response To President Trump's Shady Memecoin Sales, Durbin Calls For Additional Oversight Over Cryptocurrency Industry",https://www.durbin.senate.gov/newsroom/press-releases/in-response-to-president-trumps-shady-memecoin-sales-durbin-calls-for-additional-oversight-over-cryptocurrency-industry,congress_press/2025/2025-07.jsonl,1891
2025-Q3,2025-07-17,Nicholas J. Begich III,Republican,AK,House,Congressman Begich Statement on House Passage of GENIUS Act,https://begich.house.gov/media/press-releases/congressman-begich-statement-house-passage-genius-act,congress_press/2025/2025-07.jsonl,1956
2025-Q3,2025-07-17,"Robert C. ""Bobby"" Scott",Democrat,VA,House,Scott Votes Against Crypto Legislation,https://bobbyscott.house.gov/media-center/press-releases/scott-votes-against-crypto-legislation,congress_press/2025/2025-07.jsonl,1963
2025-Q3,2025-07-17,Scott Fitzgerald,Republican,WI,House,Rep. Fitzgerald Statement on the Passage of Bills during ‘Crypto Week’,https://fitzgerald.house.gov/media/press-releases/rep-fitzgerald-statement-passage-bills-during-crypto-week,congress_press/2025/2025-07.jsonl,2000
2025-Q3,2025-07-17,Laura Friedman,Democrat,CA,House,RELEASE: Friedman Statement on the CLARITY and GENIUS Act,https://friedman.house.gov/media/press-releases/release-friedman-statement-clarity-and-genius-act,congress_press/2025/2025-07.jsonl,2008
2025-Q3,2025-07-17,Mike Haridopolos,Republican,FL,House,Congressman Haridopolos Applauds House Passage of Key Cryptocurrency Bills,https://haridopolos.house.gov/media/press-releases/congressman-haridopolos-applauds-house-passage-key-cryptocurrency-bills,congress_press/2025/2025-07.jsonl,2018
2025-Q3,2025-07-17,Pat Harrigan,Republican,NC,House,Congressman Pat Harrigan Votes to Regulate Stablecoins and Strengthen U.S. Financial Security,https://harrigan.house.gov/media/press-releases/congressman-pat-harrigan-votes-regulate-stablecoins-and-strengthen-us,congress_press/2025/2025-07.jsonl,2019
2025-Q3,2025-07-17,James A. Himes,Democrat,CT,House,Himes Votes Against Presidential Corruption in Cryptocurrency,https://himes.house.gov/press-releases?ID=D5DE0356-AEAB-4FE3-9984-A144A1051CAB,congress_press/2025/2025-07.jsonl,2026
2025-Q3,2025-07-17,Sam T. Liccardo,Democrat,CA,House,Congressman Sam Liccardo Votes YES on GENIUS Act,https://liccardo.house.gov/media/press-releases/congressman-sam-liccardo-votes-yes-genius-act,congress_press/2025/2025-07.jsonl,2053
2025-Q3,2025-07-17,John W. Mannion,Democrat,NY,House,Statement from Representative John W. Mannion on the Passage of the CLARITY and the GENIUS Acts,https://mannion.house.gov/media/press-releases/statement-representative-john-w-mannion-passage-clarity-and-genius-acts,congress_press/2025/2025-07.jsonl,2060
2025-Q3,2025-07-17,Lisa C. McClain,Republican,MI,House,Chairwoman McClain: “House Republicans Just Put America Back in the Lead on Crypto”,https://mcclain.house.gov/2025/7/chairwoman-mcclain-house-republicans-just-put-america-back-in-the-lead-on-crypto,congress_press/2025/2025-07.jsonl,2065
2025-Q3,2025-07-17,Daniel Meuser,Republican,PA,House,"Congressman Meuser Helps Lead Passage of the GENIUS Act, Anti-CBDC Act, and CLARITY Act: “America Will Lead the World in Financial Innovation”",https://meuser.house.gov/media/press-releases/congressman-meuser-helps-lead-passage-genius-act-anti-cbdc-act-and-clarity-act,congress_press/2025/2025-07.jsonl,2071
2025-Q3,2025-07-17,Chris Pappas,Democrat,NH,House,Pappas Statement on Passage of Cryptocurrency Legislation,https://pappas.house.gov/media/press-releases/pappas-statement-on-passage-of-cryptocurrency-legislation,congress_press/2025/2025-07.jsonl,2089
2025-Q3,2025-07-17,Nellie Pou,Democrat,NJ,House,Congresswoman Pou Votes on Cryptocurrency Bills,https://pou.house.gov/media/press-releases/congresswoman-pou-votes-cryptocurrency-bills,congress_press/2025/2025-07.jsonl,2092
2025-Q3,2025-07-17,Chip Roy,Republican,TX,House,Rep. Roy's Statement on Votes on Digital Assets Legislation,https://roy.house.gov/media/press-releases/rep-roys-statement-votes-digital-assets-legislation,congress_press/2025/2025-07.jsonl,2096
2025-Q3,2025-07-17,Shontel M. Brown,Democrat,OH,House,Congresswoman Brown Statement on the GENIUS and CLARITY Acts,https://shontelbrown.house.gov/media/press-releases/congresswoman-brown-statement-genius-and-clarity-acts,congress_press/2025/2025-07.jsonl,2105
2025-Q3,2025-07-17,Lateefah Simon,Democrat,CA,House,Congresswoman Simon Statement on S. 1582 and H.R. 3633,https://simon.house.gov/media/press-releases/congresswoman-simon-statement-s-1582-and-hr-3633,congress_press/2025/2025-07.jsonl,2106
2025-Q3,2025-07-17,Sylvia R. Garcia,Democrat,TX,House,Congresswoman Sylvia Garcia Statement on Voting No on Cryptocurrency Bills: CLARITY and GENIUS Acts,https://sylviagarcia.house.gov/media/press-releases/congresswoman-sylvia-garcia-statement-on-voting-no-on-cryptocurrency-bills-clarity-and-genius-acts,congress_press/2025/2025-07.jsonl,2115
2025-Q3,2025-07-17,Shri Thanedar,Democrat,MI,House,Congressman Shri Thanedar Votes to Unlock Innovation and Create a More Equitable Financial System,https://thanedar.house.gov/media/press-releases/congressman-shri-thanedar-votes-to-unlock-innovation-and-create-a-more-equitable-financial-system,congress_press/2025/2025-07.jsonl,2119
2025-Q3,2025-07-17,Tim Moore,Republican,NC,House,Congressman Tim Moore Votes to Advance Bipartisan Crypto Reforms to Make America the Global Leader in Digital Finance,https://timmoore.house.gov/media/press-releases/congressman-tim-moore-votes-advance-bipartisan-crypto-reforms-make-america,congress_press/2025/2025-07.jsonl,2121
2025-Q3,2025-07-17,Lori Trahan,Democrat,MA,House,Trahan Statement on House Passage of Cryptocurrency Legislation,https://trahan.house.gov/news/documentsingle.aspx?DocumentID=3641,congress_press/2025/2025-07.jsonl,2124
2025-Q3,2025-07-17,David G. Valadao,Republican,CA,House,Congressman Valadao Stands Up for American Financial Privacy and Innovation,https://valadao.house.gov/news/documentsingle.aspx?DocumentID=3120,congress_press/2025/2025-07.jsonl,2130
2025-Q3,2025-07-17,Gabe Vasquez,Democrat,NM,House,Rep. Gabe Vasquez Votes to Foster Digital Innovation and Advance Consumer Protections,https://vasquez.house.gov/media/press-releases/rep-gabe-vasquez-votes-foster-digital-innovation-and-advance-consumer,congress_press/2025/2025-07.jsonl,2133
2025-Q3,2025-07-17,Eugene Simon Vindman,Democrat,VA,House,"Vindman Supports Bipartisan Digital Assets Legislation, Leads 24 Colleagues in Demanding an end to President Trump’s Corruption",https://vindman.house.gov/2025/07/17/vindman-supports-bipartisan-digital-assets-legislation-leads-__-colleagues-in-demanding-an-end-to-president-trumps-corruption/,congress_press/2025/2025-07.jsonl,2137
2025-Q3,2025-07-17,Debbie Wasserman Schultz,Democrat,FL,House,Wasserman Schultz on the GENIUS Act,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=3385,congress_press/2025/2025-07.jsonl,2140
2025-Q3,2025-07-17,Kirsten E. Gillibrand,Democrat,NY,Senate,Gillibrand Statement On House Passage Of The Genius Act,https://www.gillibrand.senate.gov/news/press/release/gillibrand-statement-on-house-passage-of-the-genius-act/,congress_press/2025/2025-07.jsonl,2190
2025-Q3,2025-07-18,Mike Carey,Republican,OH,House,THIS WEEK: Carey Champions Pro-Crypto Policies in House of Representatives,https://carey.house.gov/2025/07/18/this-week-carey-champions-pro-crypto-policies-in-house-of-representatives/,congress_press/2025/2025-07.jsonl,2294
2025-Q3,2025-07-18,Byron Donalds,Republican,FL,House,Donalds Votes To Create Digital Asset Framework For America And Block CBDC Tyranny,https://donalds.house.gov/news/documentsingle.aspx?DocumentID=1923,congress_press/2025/2025-07.jsonl,2310
2025-Q3,2025-07-18,Vince Fong,Republican,CA,House,Congressman Fong Votes to Advance American Cryptocurrency Legislation,https://fong.house.gov/media/press-releases/congressman-fong-votes-advance-american-cryptocurrency-legislation,congress_press/2025/2025-07.jsonl,2323
2025-Q3,2025-07-18,"Thomas H. Kean, Jr.",Republican,NJ,House,Kean Applauds Passage of Landmark Crypto Bills,https://kean.house.gov/media/press-releases/kean-applauds-passage-landmark-crypto-bills,congress_press/2025/2025-07.jsonl,2363
2025-Q3,2025-07-18,Seth Moulton,Democrat,MA,House,Vote Explainer - Crypto Week Bills,https://moulton.house.gov/news/press-releases/vote-explainer-crypto-week-bills,congress_press/2025/2025-07.jsonl,2423
2025-Q3,2025-07-18,Bryan Steil,Republican,WI,House,"GENIUS Act Passes the House, Heads to President’s Desk",https://steil.house.gov/media/press-releases/genius-act-passes-the-house-heads-to-president-s-desk,congress_press/2025/2025-07.jsonl,2456
2025-Q3,2025-07-18,Pete Ricketts,Republican,NE,Senate,Ricketts Celebrates GENIUS Act Being Signed into Law,https://www.ricketts.senate.gov/news/press-releases/ricketts-celebrates-genius-act-being-signed-into-law/,congress_press/2025/2025-07.jsonl,2539
2025-Q3,2025-07-18,Tim Scott,Republican,SC,Senate,Senator Scott: President Trump’s Signature on GENIUS Act Delivers for the American People,https://www.scott.senate.gov/media-center/press-releases/senator-scott-president-trumps-signature-on-genius-act-delivers-for-the-american-people/,congress_press/2025/2025-07.jsonl,2544
2025-Q3,2025-07-21,Katie Boyd Britt,Republican,AL,Senate,ICYMI: U.S. Senator Katie Britt Joins Sunday Night in America,https://www.britt.senate.gov/news/press-releases/icymi-u-s-senator-katie-britt-joins-sunday-night-in-america/,congress_press/2025/2025-07.jsonl,2652
2025-Q3,2025-07-21,John Thune,Republican,SD,Senate,"Thune: President Trump, Senate Republicans Deliver Big Wins for Americans",https://www.thune.senate.gov/public/index.cfm/press-releases?ID=C16563EE-6490-4D42-94BB-0A2F5D984E23,congress_press/2025/2025-07.jsonl,2694
2025-Q3,2025-07-22,Bernie Moreno,Republican,OH,Senate,"Moreno, Scott, Lummis, Hagerty Release Market Structure Discussion Draft",https://www.moreno.senate.gov/press-releases/moreno-scott-lummis-hagerty-release-market-structure-discussion-draft,congress_press/2025/2025-07.jsonl,2882
2025-Q3,2025-07-22,John Thune,Republican,SD,Senate,Thune: First Major Digital Asset Bill in American History Signed Into Law,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=A7BDC4B3-BD9E-4AD9-8668-E879B326C586,congress_press/2025/2025-07.jsonl,2894
2025-Q3,2025-07-23,Daniel Meuser,Republican,PA,House,Meuser Bill Cracking Down on Abusive Agency Guidance Passes in Committee,https://meuser.house.gov/media/press-releases/meuser-bill-cracking-down-abusive-agency-guidance-passes-committee,congress_press/2025/2025-07.jsonl,3031
2025-Q3,2025-07-28,Steve Scalise,Republican,LA,House,Scalise’s Summer Update: Six Months of Winning for the American People,https://scalise.house.gov/press-releases/Scalise%E2%80%99s-Summer-Update%3A-Six-Months-of-Winning-for-the-American-People,congress_press/2025/2025-07.jsonl,3726
2025-Q3,2025-07-30,Bryan Steil,Republican,WI,House,Steil Applauds Groundbreaking Crypto Report,https://steil.house.gov/media/press-releases/steil-applauds-groundbreaking-crypto-report,congress_press/2025/2025-07.jsonl,4091
2025-Q3,2025-08-01,Daniel Meuser,Republican,PA,House,Congressman Meuser Hosts Federal Reserve Vice Chair for Supervision Michelle Bowman for Banking Roundtable at Yuengling Brewery,https://meuser.house.gov/media/press-releases/congressman-meuser-hosts-federal-reserve-vice-chair-supervision-michelle,congress_press/2025/2025-08.jsonl,77
2025-Q3,2025-08-01,Ron Wyden,Democrat,OR,Senate,Wyden Seeks Answers from Key Financial Regulator on Trump’s Crypto Conflicts of Interest,https://www.wyden.senate.gov/news/press-releases/wyden-seeks-answers-from-key-financial-regulator-on-trumps-crypto-conflicts-of-interest,congress_press/2025/2025-08.jsonl,206
2025-Q3,2025-08-06,Marsha Blackburn,Republican,TN,Senate,ICYMI: VIDEO: Blackburn Details Historic Republican Wins During First Seven Months of Senate Majority,https://www.blackburn.senate.gov/2025/8/general/icymi-video-blackburn-details-historic-republican-wins-during-first-seven-months-of-senate-majority,congress_press/2025/2025-08.jsonl,549
2025-Q4,2025-10-01,Steve Daines,Republican,MT,Senate,Daines Discusses Need for Certainty in Tax Code for U.S. Cryptocurrency During Senate Finance Committee Hearing,https://www.daines.senate.gov/2025/10/01/daines-discusses-need-certainty-in-taxcode-for-u-s-cryptocurrency-during-senate-finance-committee-hearing/,congress_press/2025/2025-10.jsonl,215
