quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2022-Q1,2022-01-18,Debbie Wasserman Schultz,Democrat,FL,House,The Congressional Caucus on Black-Jewish Relations Statement on Beth Israel Congregation,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=2770,congress_press/2022/2022-01.jsonl,621
2022-Q1,2022-01-20,Gus M. Bilirakis,Republican,FL,House,"Bilirakis Proudly Supports Colleyville and Jewish Community, Condemns Rise in Anti-Semitism",https://bilirakis.house.gov/media/press-releases/bilirakis-proudly-supports-colleyville-and-jewish-community-condemns-rise-anti,congress_press/2022/2022-01.jsonl,722
2022-Q1,2022-01-21,Beth Van Duyne,Republican,TX,House,Van Duyne Introduces Resolution Condemning the Antisemitic Terrorist Act in Colleyville.,https://vanduyne.house.gov/2022/1/van-duyne-introduces-resolution-condemning-antisemitic-terrorist-act,congress_press/2022/2022-01.jsonl,855
2022-Q1,2022-01-24,Gus M. Bilirakis,Republican,FL,House,Bilirakis and Malliotakis Push Back On Biden’s Abandonment of Key Allies,https://bilirakis.house.gov/media/press-releases/bilirakis-and-malliotakis-push-back-bidens-abandonment-key-allies,congress_press/2022/2022-01.jsonl,882
2022-Q1,2022-01-25,Tom Cole,Republican,OK,House,Cole Recognized with Friend of the Family Award,https://cole.house.gov/media/press-releases/cole-recognized-friend-family-award,congress_press/2022/2022-01.jsonl,928
2022-Q1,2022-01-26,Ted Cruz,Republican,TX,Senate,"Sen. Ted Cruz, Judiciary Republicans Demand Answers from Biden Admin On Texas Synagogue Terrorist Attack",https://www.cruz.senate.gov/newsroom/press-releases/sen-ted-cruz-judiciary-republicans-demand-answers-from-biden-admin-on-texas-synagogue-terrorist-attack,congress_press/2022/2022-01.jsonl,1044
2022-Q1,2022-01-27,Janice D. Schakowsky,Democrat,IL,House,Schakowsky Statement on International Holocaust Remembrance Day,https://schakowsky.house.gov/media/press-releases/schakowsky-statement-international-holocaust-remembrance-day-1,congress_press/2022/2022-01.jsonl,1096
2022-Q1,2022-01-31,Al Green,Democrat,TX,House,"Congressman Al Green Denounces Neo Nazi Demonstration in Orlando, Florida",https://algreen.house.gov/media/press-releases/congressman-al-green-denounces-neo-nazi-demonstration-orlando-florida,congress_press/2022/2022-01.jsonl,1163
2022-Q1,2022-02-01,Lois Frankel,Democrat,FL,House,Statement on United Nations Investigation Targeting Israel,https://frankel.house.gov/news/documentsingle.aspx?DocumentID=3413,congress_press/2022/2022-02.jsonl,26
2022-Q1,2022-02-01,Deborah K. Ross,Democrat,NC,House,Congresswoman Ross Urges Additional Federal Funding to Support Security Improvements at North Carolina Synagogues Amid Rising Antisemitism,https://ross.house.gov/2022/2/congresswoman-ross-urges-additional-federal-funding-support-security,congress_press/2022/2022-02.jsonl,46
2022-Q1,2022-02-01,Bradley Scott Schneider,Democrat,IL,House,Joint Statement: Amnesty International U.K. Report Delegitimizes Jewish and Democratic State of Israel,https://schneider.house.gov/media/press-releases/joint-statement-amnesty-international-uk-report-delegitimizes-jewish-and,congress_press/2022/2022-02.jsonl,52
2022-Q1,2022-02-01,Bradley Scott Schneider,Democrat,IL,House,Statement on United Nations Investigation Targeting Israel,https://schneider.house.gov/media/press-releases/statement-united-nations-investigation-targeting-israel,congress_press/2022/2022-02.jsonl,54
2022-Q1,2022-02-01,Haley M. Stevens,Democrat,MI,House,Rep. Haley Stevens Issues the Following Statement in Support of Israel,https://stevens.house.gov/media/press-releases/rep-haley-stevens-issues-following-statement-support-israel,congress_press/2022/2022-02.jsonl,56
2022-Q1,2022-02-01,Debbie Wasserman Schultz,Democrat,FL,House,Joint Statement: Amnesty International U.K. Report Delegitimizes Jewish and Democratic State of Israel,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=2775,congress_press/2022/2022-02.jsonl,61
2022-Q1,2022-02-01,Ted Cruz,Republican,TX,Senate,Sen. Cruz in Colleyville: ‘I’m Going To Keep Pressing for Answers’ in the Aftermath of the Terrorist Attack at Congregation Beth Israel,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-in-colleyville-im-going-to-keep-pressing-for-answers-in-the-aftermath-of-the-terrorist-attack-at-congregation-beth-israel,congress_press/2022/2022-02.jsonl,63
2022-Q1,2022-02-02,Gus M. Bilirakis,Republican,FL,House,Bilirakis Condemns Rise in Anti-Semitic Behavior,https://bilirakis.house.gov/media/press-releases/bilirakis-condemns-rise-anti-semitic-behavior,congress_press/2022/2022-02.jsonl,79
2022-Q1,2022-02-02,Lois Frankel,Democrat,FL,House,Joint Statement: Amnesty International U.K. Report Delegitimizes Jewish and Democratic State of Israel,https://frankel.house.gov/news/documentsingle.aspx?DocumentID=3406,congress_press/2022/2022-02.jsonl,100
2022-Q1,2022-02-03,"Charles J. ""Chuck"" Fleischmann",Republican,TN,House,Rep. Chuck Fleischmann Statement on Amnesty International’s Hateful and Distorted Report on Israel,https://fleischmann.house.gov/media/press-releases/rep-chuck-fleischmann-statement-amnesty-internationals-hateful-and-distorted,congress_press/2022/2022-02.jsonl,181
2022-Q1,2022-02-03,Mitch McConnell,Republican,KY,Senate,“It’s Not Too Late” For Democrats to Increase Pressure on Iran and Respond Forcefully,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=83087CC8-BA02-43A9-B3A3-48BC34828FD8,congress_press/2022/2022-02.jsonl,220
2022-Q1,2022-02-05,Ted Cruz,Republican,TX,Senate,"Sen. Cruz Condemns Biden Administration for Dismantling Iran Sanctions, Allowing Ayatollah To Build Up Nuclear Program",https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-condemns-biden-administration-for-dismantling-iran-sanctions-allowing-ayatollah-to-build-up-nuclear-program,congress_press/2022/2022-02.jsonl,382
2022-Q1,2022-02-07,Ted Cruz,Republican,TX,Senate,Sen. Cruz on the Crisis in Ukraine: ‘President Biden and the Democrats Have Imperiled Ukraine and Put Europe on the Brink of War’,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-on-the-crisis-in-ukraine-president-biden-and-the-democrats-have-imperiled-ukraine-and-put-europe-on-the-brink-of-war,congress_press/2022/2022-02.jsonl,430
2022-Q1,2022-02-08,Ted Lieu,Democrat,CA,House,REP LIEU LEADS BIPARTISAN LETTER URGING EDUCATION DEPARTMENT TO ADDRESS ANTISEMITISM ON COLLEGE CAMPUSES,https://lieu.house.gov/media-center/press-releases/rep-lieu-leads-bipartisan-letter-urging-education-department-address,congress_press/2022/2022-02.jsonl,488
2022-Q1,2022-02-15,Lucy McBath,Democrat,GA,House,"Rep. McBath Highlights Jeff Feldstein, Department of State Constituent Services Success Story",https://mcbath.house.gov/press-releases?ID=13FC75EB-86DA-468C-92E6-B4B7E3157F24,congress_press/2022/2022-02.jsonl,837
2022-Q1,2022-02-15,Betty McCollum,Democrat,MN,House,Speaker Pelosi and Defense Chair McCollum to Attend Munich Security Conference as Russia Threatens Peace in Europe,https://mccollum.house.gov/media/press-releases/speaker-pelosi-and-defense-chair-mccollum-attend-munich-security-conference,congress_press/2022/2022-02.jsonl,838
2022-Q1,2022-02-16,Joaquin Castro,Democrat,TX,House,"House Foreign Affairs Subcommittee on International Development, International Organizations, and Global Corporate Social Impact Holds Hearing on Renewing American Engagement with International Organizations",https://castro.house.gov/media-center/press-releases/house-foreign-affairs-subcommittee-on-international-development-international-organizations-and-global-corporate-social-impact-holds-hearing-on-renewing-american-engagement-with-international-organizations-,congress_press/2022/2022-02.jsonl,879
2022-Q1,2022-02-16,Eric Swalwell,Democrat,CA,House,"Swalwell Joins Pelosi, Congressional Delegation to Israel, Germany, United Kingdom",https://swalwell.house.gov/media-center/press-releases/swalwell-joins-pelosi-congressional-delegation-israel-germany-united,congress_press/2022/2022-02.jsonl,904
2022-Q1,2022-02-17,Ted Cruz,Republican,TX,Senate,"Sens. Cruz, Cornyn, Rosen Lead Resolution Condemning Antisemitic Attack on Congregation Beth Israel in Texas",https://www.cruz.senate.gov/newsroom/press-releases/sens-cruz-cornyn-rosen-lead-resolution-condemning-antisemitic-attack-on-congregation-beth-israel-in-texas,congress_press/2022/2022-02.jsonl,981
2022-Q1,2022-02-18,Barry Moore,Republican,AL,House,Rep. Barry Moore warns Biden Congress must have say in new Iran deal,https://barrymoore.house.gov/media/press-releases/rep-barry-moore-warns-biden-congress-must-have-say-new-iran-deal,congress_press/2022/2022-02.jsonl,1006
2022-Q1,2022-02-18,Gus M. Bilirakis,Republican,FL,House,"Bilirakis and Malliotakis Correct the Record, Rebut Biden Administration’s Flimsy Justification for Abandoning Allies",https://bilirakis.house.gov/media/press-releases/bilirakis-and-malliotakis-correct-record-rebut-biden-administrations-flimsy,congress_press/2022/2022-02.jsonl,1008
2022-Q1,2022-02-18,Julia Letlow,Republican,LA,House,Letlow Will Travel to Israel with Congressional Delegation,https://letlow.house.gov/media/press-releases/letlow-will-travel-israel-congressional-delegation,congress_press/2022/2022-02.jsonl,1031
2022-Q1,2022-02-18,Dan Sullivan,Republican,AK,Senate,Sullivan Recognizes Doug Keil as “Alaskan of the Week”,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-recognizes-doug-keil-as-alaskan-of-the-week,congress_press/2022/2022-02.jsonl,1061
2022-Q1,2022-02-20,W. Gregory Steube,Republican,FL,House,Rep. Steube’s Statement on Recent Antisemitism in Sarasota,https://steube.house.gov/press-releases/rep-steube-s-statement-on-recent-antisemitism-in-sarasota/,congress_press/2022/2022-02.jsonl,1074
2022-Q1,2022-02-22,Lindsey Graham,Republican,SC,Senate,"Graham Discusses Developing Situation in Ukraine, Recent Trip to Israel, and More",https://www.lgraham.senate.gov/public/index.cfm/press-releases?ID=44356732-734C-4B9C-85E1-479FE5FE5474,congress_press/2022/2022-02.jsonl,1151
2022-Q1,2022-02-23,Tony Gonzales,Republican,TX,House,Congressman Tony Gonzales Introduces Bill to Expand Expedited Natural Gas Exports,https://gonzales.house.gov/2022/2/congressman-tony-gonzales-introduces-bill-expand-expedited-natural-gas-exports,congress_press/2022/2022-02.jsonl,1180
2022-Q1,2022-02-23,Ro Khanna,Democrat,CA,House,"RELEASE: KHANNA JOINS PELOSI, COLLEAGUES ON CONGRESSIONAL DELEGATION TO ISRAEL, GERMANY, UNITED KINGDOM",https://khanna.house.gov/media/press-releases/release-khanna-joins-pelosi-colleagues-congressional-delegation-israel-germany,congress_press/2022/2022-02.jsonl,1184
2022-Q1,2022-02-24,Katherine M. Clark,Democrat,MA,House,Statement from Assistant Speaker Clark on Russia’s Invasion of Ukraine,https://katherineclark.house.gov/press-releases?ID=08FF2040-4482-4D5C-99EE-E91DCF183691,congress_press/2022/2022-02.jsonl,1279
2022-Q1,2022-02-24,Mike Quigley,Democrat,IL,House,"Quigley, Equality Caucus Urge Secretary Blinken to Protect LGBTQ+ Rights In Ukraine",https://quigley.house.gov/media-center/press-releases/quigley-equality-caucus-urge-secretary-blinken-protect-lgbtq-rights,congress_press/2022/2022-02.jsonl,1307
2022-Q1,2022-02-24,Mike Crapo,Republican,ID,Senate,"Crapo Lauds Unanimous Passage of Resolution to Condemn Anti-Semitic Terrorist Attack in Colleyville, Texas",https://www.crapo.senate.gov/media/newsreleases/crapo-lauds-unanimous-passage-of-resolution-to-condemn-anti-semitic-terrorist-attack-in-colleyville-texas,congress_press/2022/2022-02.jsonl,1332
2022-Q1,2022-02-28,Veronica Escobar,Democrat,TX,House,Congresswoman Escobar Visits Israel and Palestinian Territories,https://escobar.house.gov/news/documentsingle.aspx?DocumentID=854,congress_press/2022/2022-02.jsonl,1455
2022-Q1,2022-02-28,Lois Frankel,Democrat,FL,House,Rep. Frankel Statement on Rep. Deutch Announcement to Not Seek Re-election,https://frankel.house.gov/news/documentsingle.aspx?DocumentID=3416,congress_press/2022/2022-02.jsonl,1458
2022-Q1,2022-02-28,Debbie Wasserman Schultz,Democrat,FL,House,Wasserman Schultz on Ted Deutch Not Seeking Re-Election,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=2788,congress_press/2022/2022-02.jsonl,1490
2022-Q1,2022-03-01,Julia Letlow,Republican,LA,House,Letlow Responds to President Biden's State of the Union Address,https://letlow.house.gov/media/press-releases/letlow-responds-president-bidens-state-union-address,congress_press/2022/2022-03.jsonl,80
2022-Q1,2022-03-03,Jared F. Golden,Democrat,ME,House,"Golden Statement on Developments in Ukraine, American Response",https://golden.house.gov/media/press-releases/golden-statement-developments-ukraine-american-response,congress_press/2022/2022-03.jsonl,306
2022-Q1,2022-03-03,Mariannette Miller-Meeks,Republican,IA,House,Miller-Meeks Joins Bill to Combat Anti-Israel Movement,https://millermeeks.house.gov/media/press-releases/miller-meeks-joins-bill-combat-anti-israel-movement,congress_press/2022/2022-03.jsonl,333
2022-Q1,2022-03-07,Mitch McConnell,Republican,KY,Senate,Rumored Iran Deal Would Mean “Choosing Weakness in the Middle East”,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=3915D067-7EFD-44FE-9123-B4EA9DF0DA5A,congress_press/2022/2022-03.jsonl,520
2022-Q1,2022-03-08,Warren Davidson,Republican,OH,House,"Congressman Davidson Votes to Condemn the Antisemitic Terrorist Attack on Congregation Beth Israel in Colleyville, Texas.",https://davidson.house.gov/2022/3/congressman-davidson-votes-to-condemn-the-antisemitic-terrorist-attack-on-congregation-beth-israel-in-colleyville-texas/124ac365-16c9-435c-8680-38efa39ac2af,congress_press/2022/2022-03.jsonl,553
2022-Q1,2022-03-08,Marc A. Veasey,Democrat,TX,House,"Rep. Veasey's Bipartisan Resolution Condemning the Antisemitic Terrorist Act in Colleyville, Texas Passes House of Representatives",https://veasey.house.gov/media-center/press-releases/rep-veaseys-bipartisan-resolution-condemning-the-anti-semitic-terrorist,congress_press/2022/2022-03.jsonl,612
2022-Q1,2022-03-08,Tim Scott,Republican,SC,Senate,Senator Scott Speaks Out Against Hate Crimes at Senate Judiciary Hearing,https://www.scott.senate.gov/media-center/press-releases/senator-scott-speaks-out-against-hate-crimes-at-senate-judiciary-hearing/,congress_press/2022/2022-03.jsonl,623
2022-Q1,2022-03-09,Ken Calvert,Republican,CA,House,Rep. Calvert Praises FY22 Appropriations Bill for Rejecting Proposed Cuts to Defense Funding,https://calvert.house.gov/media/press-releases/rep-calvert-praises-fy22-appropriations-bill-rejecting-proposed-cuts-defense,congress_press/2022/2022-03.jsonl,656
2022-Q1,2022-03-09,Tom Cole,Republican,OK,House,Cole Statement on Passage of Full-Year Funding for Fiscal Year 2022,https://cole.house.gov/media/press-releases/cole-statement-passage-full-year-funding-fiscal-year-2022,congress_press/2022/2022-03.jsonl,665
2022-Q1,2022-03-09,Lois Frankel,Democrat,FL,House,Reps. Frankel Votes for Funding Bills that Build a Better America,https://frankel.house.gov/news/documentsingle.aspx?DocumentID=3423,congress_press/2022/2022-03.jsonl,682
2022-Q1,2022-03-09,Betty McCollum,Democrat,MN,House,Chair McCollum Statement on House Passage of FY 2022 Omnibus,https://mccollum.house.gov/media/press-releases/chair-mccollum-statement-house-passage-fy-2022-omnibus,congress_press/2022/2022-03.jsonl,712
2022-Q1,2022-03-09,Mariannette Miller-Meeks,Republican,IA,House,Miller-Meeks Statement on Omnibus Package,https://millermeeks.house.gov/media/press-releases/miller-meeks-statement-omnibus-package,congress_press/2022/2022-03.jsonl,717
2022-Q1,2022-03-09,Bradley Scott Schneider,Democrat,IL,House,"House Passes Schneider Priorities in Bipartisan Funding Bill Including Local Projects, Israel Relations Normalization Act",https://schneider.house.gov/media/press-releases/house-passes-schneider-priorities-bipartisan-funding-bill-including-local,congress_press/2022/2022-03.jsonl,736
2022-Q1,2022-03-09,Shontel M. Brown,Democrat,OH,House,Rep. Brown Supports Passage of Fiscal Year 2022 Government Funding Package,https://shontelbrown.house.gov/media/press-releases/rep-brown-supports-passage-fiscal-year-2022-government-funding-package,congress_press/2022/2022-03.jsonl,741
2022-Q1,2022-03-09,Debbie Wasserman Schultz,Democrat,FL,House,"Wasserman Schultz Backs Funding Package that Lowers Costs and Meets Global, Florida Needs",https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=2797,congress_press/2022/2022-03.jsonl,761
2022-Q1,2022-03-10,Ronny Jackson,Republican,TX,House,"Rep. Jackson Secures Funding for TX-13 Defense Priorities, Rejects Funding for Democrats’ Socialist Agenda",https://jackson.house.gov/news/documentsingle.aspx?DocumentID=365,congress_press/2022/2022-03.jsonl,849
2022-Q1,2022-03-10,Gregory F. Murphy,Republican,NC,House,Murphy Votes to Fully Fund U.S. Defense and Vital Support for Ukraine & Israel,https://murphy.house.gov/media/press-releases/murphy-votes-fully-fund-us-defense-and-vital-support-ukraine-israel,congress_press/2022/2022-03.jsonl,869
2022-Q1,2022-03-10,Guy Reschenthaler,Republican,PA,House,"Reschenthaler Statement on Support for Military and Government Funding, Ukraine Aid",https://reschenthaler.house.gov/media/press-releases/reschenthaler-statement-support-military-and-government-funding-ukraine-aid,congress_press/2022/2022-03.jsonl,883
2022-Q1,2022-03-11,Ted Cruz,Republican,TX,Senate,Sen. Cruz Votes Against Omnibus Spending Bill,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-votes-against-omnibus-spending-bill,congress_press/2022/2022-03.jsonl,1026
2022-Q1,2022-03-11,Todd Young,Republican,IN,Senate,Young Supports Ukraine Aid and Government Funding Package,https://www.young.senate.gov/newsroom/press-releases/young-supports-ukraine-aid-and-government-funding-package/,congress_press/2022/2022-03.jsonl,1050
2022-Q1,2022-03-14,Lois Frankel,Democrat,FL,House,Jewish Members Issue Statement Responding to Offensive Comments by Amnesty International USA's Executive Director,https://frankel.house.gov/news/documentsingle.aspx?DocumentID=3425,congress_press/2022/2022-03.jsonl,1088
2022-Q1,2022-03-14,Pete Sessions,Republican,TX,House,Congressman Sessions’ Secures Major Funding Victories for Central Texas in FY22 Funding Bills,https://sessions.house.gov/2022/3/congressman-sessions-secures-major-funding-victories-central-texas-fy22,congress_press/2022/2022-03.jsonl,1114
2022-Q1,2022-03-14,Debbie Wasserman Schultz,Democrat,FL,House,Jewish Members Issue Statement Responding to Offensive Comments by Amnesty International USA's Executive Director,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=2798,congress_press/2022/2022-03.jsonl,1123
2022-Q1,2022-03-16,Lizzie Fletcher,Democrat,TX,House,Congresswoman Lizzie Fletcher Votes to Condemn Terrorist Attack on Congregation Beth Israel in Colleyville,https://fletcher.house.gov/news/documentsingle.aspx?DocumentID=3748,congress_press/2022/2022-03.jsonl,1304
2022-Q1,2022-03-16,Betty McCollum,Democrat,MN,House,McCollum Chairs Hearing on U.S. Central Command Challenges,https://mccollum.house.gov/media/press-releases/mccollum-chairs-hearing-us-central-command-challenges,congress_press/2022/2022-03.jsonl,1332
2022-Q1,2022-03-17,Carlos A. Gimenez,Republican,FL,House,GIMENEZ SECURES $23.7 MILLION FOR SOUTH FLORIDA,https://gimenez.house.gov/2022/3/gimenez-secures-23-7-million-for-south-florida,congress_press/2022/2022-03.jsonl,1428
2022-Q1,2022-03-17,W. Gregory Steube,Republican,FL,House,Rep. Greg Steube Joins Colleagues in Condemning Biden Administration’s Iran Nuclear Deal Reboot Attempt,https://steube.house.gov/press-releases/rep-greg-steube-joins-colleagues-in-condemning-biden-administration-s-iran-nuclear-deal-reboot-attempt/,congress_press/2022/2022-03.jsonl,1483
2022-Q1,2022-03-17,Ted Cruz,Republican,TX,Senate,Sen. Cruz Introduces Legislation to Ban the Biden Administration From Waiving Sanctions On Iran Nuclear Activities,https://www.cruz.senate.gov/newsroom/press-releases/-sen-cruz-introduces-legislation-to-ban-the-biden-administration-from-waiving-sanctions-on-iran-nuclear-activities,congress_press/2022/2022-03.jsonl,1495
2022-Q1,2022-03-17,Mitch McConnell,Republican,KY,Senate,ICYMI: McConnell on ‘The Hugh Hewitt Show’,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=77CA7ABC-1E8D-4A15-A7D4-8AEF54680260,congress_press/2022/2022-03.jsonl,1497
2022-Q1,2022-03-18,David Kustoff,Republican,TN,House,Kustoff Leads Bipartisan Resolution Recognizing 30th Anniversary of Israeli Embassy Bombing in Argentina and Condemning Rising Anti-Semitism in Latin America,https://kustoff.house.gov/media/press-releases/kustoff-leads-bipartisan-resolution-recognizing-30th-anniversary-israeli,congress_press/2022/2022-03.jsonl,1562
2022-Q1,2022-03-21,Janice D. Schakowsky,Democrat,IL,House,"Schakowsky, Price, Raskin, Yarmuth and Pocan Lead Colleagues in Urging State Department to Stop Displacement of 38 Palestinian Families in East Jerusalem",https://schakowsky.house.gov/media/press-releases/schakowsky-price-raskin-yarmuth-and-pocan-lead-colleagues-urging-state,congress_press/2022/2022-03.jsonl,1658
2022-Q1,2022-03-22,Scott Franklin,Republican,FL,House,Franklin Leads Letter to Keep Irans Islamic Revolutionary Guard Corps on Foreign Terrorist Organization List,https://franklin.house.gov/news/documentsingle.aspx?DocumentID=310,congress_press/2022/2022-03.jsonl,1699
2022-Q1,2022-03-22,Scott Franklin,Republican,FL,House,Franklin Leads Letter to Keep Irans Islamic Revolutionary Guard Corps on Foreign Terrorist Organization List,https://franklin.house.gov/news/documentsingle.aspx?DocumentID=311,congress_press/2022/2022-03.jsonl,1700
2022-Q1,2022-03-23,Mariannette Miller-Meeks,Republican,IA,House,Miller-Meeks Joins Letter to Keep Iran’s Islamic Revolutionary Guard Corps on Foreign Terrorist Organization List,https://millermeeks.house.gov/media/press-releases/miller-meeks-joins-letter-keep-irans-islamic-revolutionary-guard-corps-foreign,congress_press/2022/2022-03.jsonl,1777
2022-Q1,2022-03-25,Vicente Gonzalez,Democrat,TX,House,Congressman Gonzalez Co-Introduces Bipartisan Legislation to Abolish Anti-Israel Commission of Inquiry,https://gonzalez.house.gov/media/press-releases/congressman-gonzalez-co-introduces-bipartisan-legislation-abolish-anti-israel,congress_press/2022/2022-03.jsonl,1905
2022-Q1,2022-03-25,Bradley Scott Schneider,Democrat,IL,House,"Schneider, Abraham Accords Caucus Co-Chairs Encourage Secretary Blinken to Promote Abraham Accords During Middle East Trip",https://schneider.house.gov/media/press-releases/schneider-abraham-accords-caucus-co-chairs-encourage-secretary-blinken-promote,congress_press/2022/2022-03.jsonl,1921
2022-Q1,2022-03-25,W. Gregory Steube,Republican,FL,House,Rep. Greg Steube Introduces Bipartisan Legislation to Abolish Anti-Israel Commission of Inquiry,https://steube.house.gov/press-releases/rep-greg-steube-introduces-bipartisan-legislation-to-abolish-anti-israel-commission-of-inquiry/,congress_press/2022/2022-03.jsonl,1925
2022-Q1,2022-03-25,W. Gregory Steube,Republican,FL,House,Rep. Greg Steube Introduces The UN Human Rights Council Reform Act,https://steube.house.gov/press-releases/rep-greg-steube-introduces-the-un-human-rights-council-reform-act/,congress_press/2022/2022-03.jsonl,1926
2022-Q1,2022-03-25,Ann Wagner,Republican,MO,House,Abraham Accords Caucus Co-Chairs Call on Secretary Blinken to Promote Abraham Accords During Middle East Trip,https://wagner.house.gov/media-center/press-releases/abraham-accords-caucus-co-chairs-call-secretary-blinken-promote-abraham,congress_press/2022/2022-03.jsonl,1929
2022-Q1,2022-03-28,Nicole Malliotakis,Republican,NY,House,Malliotakis Successfully Gets Staten Island Man & Wife Evacuated from Ukraine,https://malliotakis.house.gov/media/press-releases/malliotakis-successfully-gets-staten-island-man-wife-evacuated-ukraine,congress_press/2022/2022-03.jsonl,1982
2022-Q1,2022-03-29,Tim Scott,Republican,SC,Senate,Scott Celebrates Signing of Emmett Till Anti-Lynching Act Into Law,https://www.scott.senate.gov/media-center/press-releases/scott-celebrates-signing-of-emmett-till-anti-lynching-act-into-law/,congress_press/2022/2022-03.jsonl,2106
2022-Q1,2022-03-30,Brendan F. Boyle,Democrat,PA,House,BOYLE STATEMENT IN SUPPORT OF NEGEV SUMMIT,https://boyle.house.gov/media-center/press-releases/boyle-statement-support-negev-summit,congress_press/2022/2022-03.jsonl,2118
2022-Q1,2022-03-30,Mitch McConnell,Republican,KY,Senate,McConnell: We Grieve With and Stand With Israel,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=C7E670B3-7AFB-4766-8D17-CE3A751DB856,congress_press/2022/2022-03.jsonl,2195
2022-Q1,2022-03-31,Ronny Jackson,Republican,TX,House,Rep. Jackson Introduces Legislation to Protect Israel from Iran and its Proxies,https://jackson.house.gov/news/documentsingle.aspx?DocumentID=388,congress_press/2022/2022-03.jsonl,2256
2022-Q1,2022-03-31,Mike Crapo,Republican,ID,Senate,Crapo Statement at Hearing on U.S. Trade Agenda,https://www.crapo.senate.gov/media/newsreleases/crapo-statement-at-hearing-on-us-trade-agenda,congress_press/2022/2022-03.jsonl,2307
2022-Q1,2022-03-31,Tim Scott,Republican,SC,Senate,ICYMI: Scott Interview on Emmett Till Anti-Lynching Act,https://www.scott.senate.gov/media-center/press-releases/icymi-scott-interview-on-emmett-till-anti-lynching-act/,congress_press/2022/2022-03.jsonl,2325
2022-Q2,2022-04-01,Daniel Webster,Republican,FL,House,PHOTO RELEASE: Webster Recognized for Conservative Values and Principles,https://webster.house.gov/press-releases?ID=2CCA3D15-E451-47EC-B2AD-738E3A09CBCD,congress_press/2022/2022-04.jsonl,103
